report_id,report_date,category,content_type,reported_user_id,region,status,resolution_time_hours,decision,reviewer_type,queue_name,reporter_user_id
25118,2024-10-07,spam,comment,1680,Germany,resolved,5.0,removed,auto,spam_queue,3445
25119,2024-08-19,harassment,short,2031,India,resolved,12.0,removed,auto,abuse_queue,2774
25120,2024-10-15,spam,video,87,Germany,resolved,47.0,removed,human,spam_queue,1439
25121,2024-10-01,harassment,video,712,India,resolved,42.0,removed,human,abuse_queue,31
25122,2024-11-08,copyright,comment,108,UK,resolved,36.0,removed,human,copyright_queue,771
25123,2024-01-15,spam,comment,1711,UK,open,,removed,auto,spam_queue,1459
25124,2024-02-10,spam,video,189,US,resolved,5.0,warned,auto,spam_queue,2512
25125,2024-07-26,harassment,comment,2674,US,resolved,43.0,removed,human,abuse_queue,6364
25126,2024-02-29,hate,comment,4358,UK,resolved,30.0,removed,human,abuse_queue,121
25127,2024-12-30,hate,video,1244,Brazil,resolved,36.0,removed,human,abuse_queue,229
25128,2024-08-27,spam,comment,11,US,resolved,12.0,rejected,human,spam_queue,3406
25129,2024-04-05,harassment,comment,2077,US,resolved,11.0,removed,auto,abuse_queue,948
25130,2024-10-04,spam,comment,1439,Brazil,resolved,1.0,removed,auto,spam_queue,2544
25131,2024-06-08,spam,comment,520,Germany,resolved,2.0,removed,auto,spam_queue,5561
25132,2024-10-08,harassment,comment,1939,India,resolved,33.0,removed,human,abuse_queue,4183
25133,2024-07-27,hate,comment,120,Germany,resolved,15.0,removed,auto,abuse_queue,2081
25134,2024-05-12,spam,short,84,UK,resolved,1.0,removed,auto,spam_queue,115
25135,2024-04-06,harassment,short,3796,US,resolved,12.0,removed,auto,abuse_queue,3158
25136,2024-08-06,spam,comment,1758,US,resolved,4.0,rejected,auto,spam_queue,3142
25137,2024-03-11,harassment,video,1621,UK,resolved,10.0,rejected,auto,abuse_queue,6752
25138,2024-09-30,hate,video,3995,UK,resolved,13.0,removed,human,abuse_queue,1104
25139,2024-12-16,spam,comment,133,India,resolved,4.0,removed,auto,spam_queue,190
25140,2024-05-13,spam,video,29,Germany,open,,removed,auto,spam_queue,1720
25141,2024-03-06,hate,video,129,UK,resolved,30.0,removed,human,abuse_queue,4441
25142,2024-05-06,harassment,comment,2253,US,resolved,10.0,removed,auto,abuse_queue,6336
25143,2024-07-23,harassment,short,1039,Brazil,resolved,6.0,removed,auto,abuse_queue,3105
25144,2024-10-24,copyright,video,1263,US,resolved,45.0,ignored,human,copyright_queue,4416
25145,2024-04-26,spam,video,51,US,resolved,3.0,warned,auto,spam_queue,866
25146,2024-09-23,harassment,video,1327,UK,resolved,51.0,removed,human,abuse_queue,2455
25147,2024-10-08,harassment,video,2445,Germany,resolved,19.0,warned,human,abuse_queue,5953
25148,2024-05-28,spam,short,2142,UK,resolved,2.0,ignored,auto,spam_queue,492
25149,2024-07-12,hate,video,53,US,resolved,44.0,removed,human,abuse_queue,6071
25150,2024-06-16,harassment,comment,967,US,open,,removed,auto,abuse_queue,6854
25151,2024-11-07,harassment,video,67,UK,resolved,11.0,warned,auto,abuse_queue,1889
25152,2024-06-27,hate,video,727,India,resolved,12.0,removed,auto,abuse_queue,4984
25153,2024-05-27,spam,video,24,Brazil,resolved,3.0,removed,auto,spam_queue,6258
25154,2024-02-26,harassment,video,5,UK,open,,removed,human,abuse_queue,6621
25155,2024-01-05,hate,video,541,UK,resolved,12.0,removed,auto,abuse_queue,6855
25156,2024-01-14,hate,video,78,UK,open,,removed,human,abuse_queue,1816
25157,2024-10-06,spam,comment,1776,UK,resolved,1.0,rejected,auto,spam_queue,3713
25158,2024-11-19,harassment,video,97,US,resolved,12.0,warned,auto,abuse_queue,7002
25159,2024-10-30,spam,video,3353,India,resolved,3.0,ignored,auto,spam_queue,5161
25160,2024-08-03,hate,video,2377,US,resolved,33.0,removed,human,abuse_queue,6752
25161,2024-06-23,harassment,comment,3262,UK,resolved,38.0,removed,human,abuse_queue,168
25162,2024-11-11,harassment,video,1498,Germany,resolved,15.0,warned,human,abuse_queue,3737
25163,2024-01-03,spam,comment,2557,US,resolved,5.0,rejected,auto,spam_queue,1909
25164,2024-05-16,harassment,video,2366,UK,resolved,44.0,rejected,human,abuse_queue,7529
25165,2024-04-09,spam,video,688,Brazil,resolved,2.0,rejected,auto,spam_queue,53
25166,2024-03-23,copyright,comment,1696,Brazil,resolved,1.0,removed,auto,copyright_queue,6299
25167,2024-10-06,hate,comment,587,India,resolved,14.0,warned,auto,abuse_queue,2318
25168,2024-05-11,spam,video,33,US,resolved,4.0,warned,auto,spam_queue,5977
25169,2024-01-01,harassment,comment,4350,Brazil,resolved,7.0,removed,auto,abuse_queue,315
25170,2024-04-25,harassment,comment,1185,India,resolved,13.0,warned,auto,abuse_queue,6538
25171,2024-07-20,hate,video,134,India,resolved,12.0,removed,auto,abuse_queue,24
25172,2024-05-19,hate,video,4324,India,resolved,10.0,removed,auto,abuse_queue,115
25173,2024-05-25,copyright,comment,158,Brazil,resolved,5.0,removed,auto,copyright_queue,120
25174,2024-09-22,spam,short,61,Germany,resolved,22.0,rejected,human,spam_queue,4938
25175,2024-07-20,spam,short,29,India,resolved,2.0,ignored,auto,spam_queue,6301
25176,2024-05-31,harassment,comment,1486,US,resolved,12.0,warned,human,abuse_queue,5103
25177,2024-08-09,hate,comment,18,India,open,,removed,human,abuse_queue,5673
25178,2024-03-19,spam,comment,4405,US,resolved,4.0,ignored,auto,spam_queue,1873
25179,2024-07-18,spam,comment,79,US,open,,removed,auto,spam_queue,223
25180,2024-09-06,hate,video,1346,Germany,resolved,34.0,removed,human,abuse_queue,7085
25181,2024-04-08,hate,comment,11,UK,resolved,42.0,removed,human,abuse_queue,218
25182,2024-07-31,spam,comment,5,US,resolved,4.0,ignored,auto,spam_queue,6129
25183,2024-05-22,hate,video,911,Germany,resolved,19.0,removed,human,abuse_queue,6868
25184,2024-07-08,spam,short,123,US,resolved,4.0,rejected,auto,spam_queue,2920
25185,2024-10-27,spam,video,3299,India,open,,removed,human,spam_queue,4553
25186,2024-02-21,spam,short,70,India,resolved,31.0,rejected,human,spam_queue,7821
25187,2024-04-21,hate,video,138,India,resolved,19.0,removed,human,abuse_queue,5127
25188,2024-05-14,harassment,comment,110,Germany,resolved,32.0,removed,human,abuse_queue,16
25189,2024-04-21,spam,video,2795,Germany,resolved,42.0,rejected,human,spam_queue,5574
25190,2024-01-13,spam,comment,133,UK,open,,ignored,human,spam_queue,7737
25191,2024-09-29,harassment,video,2930,Germany,resolved,38.0,removed,human,abuse_queue,2186
25192,2024-08-20,harassment,video,4037,Brazil,resolved,18.0,removed,human,abuse_queue,1477
25193,2024-02-13,copyright,comment,3918,Brazil,resolved,28.0,removed,human,copyright_queue,5111
25194,2024-03-13,hate,comment,165,UK,resolved,11.0,removed,auto,abuse_queue,1643
25195,2024-09-17,spam,comment,3985,UK,resolved,3.0,removed,auto,spam_queue,296
25196,2024-08-18,harassment,comment,183,India,resolved,36.0,removed,human,abuse_queue,1596
25197,2024-02-02,spam,comment,2335,Germany,resolved,2.0,removed,auto,spam_queue,6213
25198,2024-03-08,copyright,comment,2041,Brazil,resolved,11.0,ignored,human,copyright_queue,3817
25199,2024-01-16,spam,comment,41,India,resolved,29.0,rejected,human,spam_queue,37
25200,2024-05-29,spam,video,4309,US,resolved,1.0,warned,auto,spam_queue,2035
25201,2024-10-18,spam,video,3583,US,resolved,3.0,ignored,auto,spam_queue,3522
25202,2024-04-11,spam,comment,2221,US,resolved,2.0,ignored,auto,spam_queue,1658
25203,2024-07-04,spam,short,2741,Brazil,resolved,4.0,warned,auto,spam_queue,596
25204,2024-01-25,spam,comment,248,Brazil,open,,removed,auto,spam_queue,78
25205,2024-03-12,spam,comment,145,India,resolved,3.0,removed,auto,spam_queue,76
25206,2024-03-21,spam,comment,99,India,resolved,1.0,rejected,auto,spam_queue,37
25207,2024-03-01,hate,comment,1600,UK,resolved,11.0,removed,auto,abuse_queue,2394
25208,2024-01-18,harassment,video,29,US,open,,removed,auto,abuse_queue,7142
25209,2024-08-29,copyright,comment,43,Germany,resolved,13.0,removed,human,copyright_queue,3037
25210,2024-02-27,spam,comment,2141,Germany,open,,warned,auto,spam_queue,2086
25211,2024-11-27,spam,short,72,US,open,,rejected,auto,spam_queue,5707
25212,2024-02-26,harassment,video,133,Germany,resolved,19.0,removed,human,abuse_queue,2940
25213,2024-04-06,spam,video,406,Brazil,resolved,3.0,removed,auto,spam_queue,395
25214,2024-08-02,spam,video,1775,Brazil,resolved,3.0,removed,auto,spam_queue,61
25215,2024-11-14,copyright,short,108,UK,resolved,22.0,removed,human,copyright_queue,1093
25216,2024-01-12,harassment,comment,3266,India,resolved,38.0,removed,human,abuse_queue,1436
25217,2024-01-11,spam,comment,1290,UK,open,,removed,auto,spam_queue,5470
25218,2024-06-11,hate,comment,166,UK,resolved,8.0,removed,auto,abuse_queue,3877
25219,2024-10-09,spam,video,118,US,resolved,1.0,rejected,auto,spam_queue,6397
25220,2024-08-04,harassment,comment,611,US,open,,warned,human,abuse_queue,37
25221,2024-12-25,spam,comment,112,UK,resolved,11.0,removed,human,spam_queue,7011
25222,2024-11-18,spam,video,4626,Brazil,resolved,4.0,removed,auto,spam_queue,4974
25223,2024-08-28,spam,comment,3850,Germany,resolved,29.0,warned,human,spam_queue,6434
25224,2024-12-10,copyright,video,2761,India,open,,removed,auto,copyright_queue,46
25225,2024-02-14,spam,comment,2251,Germany,resolved,1.0,removed,auto,spam_queue,2661
25226,2024-03-21,harassment,video,4414,Germany,resolved,12.0,warned,auto,abuse_queue,1348
25227,2024-09-11,spam,short,3416,Germany,resolved,1.0,warned,auto,spam_queue,1622
25228,2024-03-07,spam,comment,2991,UK,resolved,3.0,warned,auto,spam_queue,468
25229,2024-04-11,spam,video,54,US,resolved,2.0,removed,auto,spam_queue,2630
25230,2024-03-31,spam,video,1641,Germany,open,,rejected,auto,spam_queue,5843
25231,2024-02-11,harassment,video,4291,Brazil,resolved,12.0,removed,auto,abuse_queue,6524
25232,2024-10-02,copyright,comment,694,US,resolved,44.0,ignored,human,copyright_queue,2490
25233,2024-10-30,spam,comment,4201,Brazil,resolved,5.0,removed,auto,spam_queue,1857
25234,2024-09-30,spam,short,2952,Germany,resolved,1.0,removed,auto,spam_queue,1605
25235,2024-03-17,hate,comment,3214,Brazil,resolved,10.0,removed,auto,abuse_queue,5126
25236,2024-08-21,copyright,comment,121,UK,resolved,5.0,removed,auto,copyright_queue,157
25237,2024-07-20,spam,comment,679,UK,open,,removed,auto,spam_queue,91
25238,2024-08-08,spam,short,119,Germany,open,,rejected,auto,spam_queue,278
25239,2024-09-18,spam,video,73,Brazil,open,,removed,auto,spam_queue,7640
25240,2024-02-08,spam,comment,3627,Brazil,resolved,3.0,removed,auto,spam_queue,104
25241,2024-01-11,spam,short,44,Germany,open,,removed,auto,spam_queue,1631
25242,2024-04-21,copyright,video,1915,India,resolved,27.0,rejected,human,copyright_queue,7229
25243,2024-04-17,spam,video,4116,Brazil,resolved,5.0,ignored,auto,spam_queue,3988
25244,2024-04-03,spam,comment,3114,India,resolved,4.0,removed,auto,spam_queue,5550
25245,2024-11-06,harassment,comment,899,Germany,resolved,7.0,removed,auto,abuse_queue,53
25246,2024-03-24,spam,video,4073,Germany,resolved,4.0,rejected,auto,spam_queue,4053
25247,2024-02-27,spam,comment,4340,Brazil,resolved,1.0,removed,auto,spam_queue,7096
25248,2024-10-19,copyright,comment,115,Brazil,resolved,32.0,removed,human,copyright_queue,302
25249,2024-01-16,harassment,comment,3369,UK,open,,removed,human,abuse_queue,5119
25250,2024-11-21,copyright,video,2854,Brazil,resolved,20.0,removed,human,copyright_queue,40
25251,2024-04-02,spam,video,3513,US,resolved,3.0,removed,auto,spam_queue,1767
25252,2024-06-13,spam,comment,186,Germany,resolved,4.0,rejected,auto,spam_queue,2987
25253,2024-08-02,copyright,comment,819,UK,resolved,23.0,removed,human,copyright_queue,62
25254,2024-05-23,spam,comment,2329,India,open,,removed,human,spam_queue,3297
25255,2024-09-30,harassment,video,3241,UK,resolved,10.0,removed,auto,abuse_queue,7266
25256,2024-05-17,spam,video,2802,UK,resolved,37.0,warned,human,spam_queue,3375
25257,2024-07-22,spam,video,75,Brazil,resolved,3.0,removed,auto,spam_queue,6763
25258,2024-10-28,harassment,comment,3638,India,resolved,26.0,removed,human,abuse_queue,761
25259,2024-07-28,harassment,comment,1955,UK,resolved,39.0,removed,human,abuse_queue,2070
25260,2024-01-19,copyright,video,1047,Germany,resolved,47.0,removed,human,copyright_queue,7164
25261,2024-10-20,spam,comment,3517,Brazil,resolved,4.0,removed,auto,spam_queue,7473
25262,2024-10-19,harassment,video,186,Brazil,resolved,15.0,removed,auto,abuse_queue,2265
25263,2024-10-27,spam,comment,160,Brazil,resolved,16.0,rejected,human,spam_queue,407
25264,2024-06-10,harassment,short,4702,US,resolved,26.0,warned,human,abuse_queue,822
25265,2024-05-09,spam,comment,262,US,resolved,19.0,removed,human,spam_queue,2773
25266,2024-02-13,spam,comment,67,US,open,,ignored,auto,spam_queue,6002
25267,2024-12-18,spam,video,1038,Brazil,resolved,2.0,rejected,auto,spam_queue,4587
25268,2024-03-23,spam,video,989,Brazil,resolved,1.0,removed,auto,spam_queue,6458
25269,2024-05-03,harassment,video,782,India,resolved,44.0,warned,human,abuse_queue,7714
25270,2024-01-27,spam,comment,189,India,resolved,1.0,warned,auto,spam_queue,6126
25271,2024-10-30,harassment,video,3206,Germany,resolved,13.0,warned,auto,abuse_queue,229
25272,2024-12-15,spam,comment,2178,US,resolved,2.0,removed,auto,spam_queue,569
25273,2024-01-07,spam,comment,3921,Brazil,resolved,4.0,removed,auto,spam_queue,7566
25274,2024-12-06,spam,comment,1226,Germany,resolved,1.0,warned,auto,spam_queue,5084
25275,2024-07-17,hate,comment,1642,Germany,resolved,39.0,removed,human,abuse_queue,5342
25276,2024-04-21,copyright,video,1829,Germany,resolved,34.0,removed,human,copyright_queue,7559
25277,2024-03-29,spam,short,66,India,resolved,21.0,removed,human,spam_queue,108
25278,2024-05-07,spam,video,3758,US,resolved,13.0,removed,human,spam_queue,890
25279,2024-08-17,spam,comment,960,Germany,resolved,3.0,removed,auto,spam_queue,1346
25280,2024-01-18,hate,short,669,Germany,resolved,16.0,removed,auto,abuse_queue,2326
25281,2024-10-15,harassment,comment,805,US,resolved,8.0,warned,auto,abuse_queue,7004
25282,2024-06-09,spam,comment,493,UK,open,,ignored,auto,spam_queue,5726
25283,2024-12-17,spam,comment,124,Germany,resolved,3.0,rejected,auto,spam_queue,4280
25284,2024-10-07,hate,short,120,Brazil,open,,removed,auto,abuse_queue,4986
25285,2024-06-14,spam,short,1083,India,resolved,10.0,rejected,human,spam_queue,4164
25286,2024-09-16,hate,short,1203,Brazil,resolved,20.0,removed,human,abuse_queue,275
25287,2024-12-29,spam,video,4660,Germany,resolved,1.0,rejected,auto,spam_queue,3269
25288,2024-07-08,harassment,video,2616,UK,open,,removed,human,abuse_queue,3851
25289,2024-12-03,spam,comment,6,US,resolved,3.0,rejected,auto,spam_queue,235
25290,2024-09-22,harassment,short,113,India,resolved,26.0,removed,human,abuse_queue,36
25291,2024-10-17,harassment,comment,55,US,resolved,14.0,removed,human,abuse_queue,3289
25292,2024-12-20,spam,video,3803,India,resolved,1.0,removed,auto,spam_queue,1182
25293,2024-12-25,spam,short,167,US,resolved,22.0,removed,human,spam_queue,2069
25294,2024-10-05,spam,comment,3058,India,resolved,40.0,removed,human,spam_queue,137
25295,2024-08-04,copyright,comment,54,US,resolved,5.0,removed,auto,copyright_queue,308
25296,2024-11-16,copyright,video,1418,US,resolved,7.0,removed,human,copyright_queue,7823
25297,2024-12-03,harassment,video,4271,US,resolved,48.0,removed,human,abuse_queue,4225
25298,2024-07-25,spam,comment,2188,UK,resolved,3.0,removed,auto,spam_queue,178
25299,2024-06-01,spam,comment,1219,India,resolved,3.0,ignored,auto,spam_queue,4690
25300,2024-06-29,hate,video,9,UK,resolved,38.0,removed,human,abuse_queue,2267
25301,2024-07-30,copyright,video,2876,UK,resolved,39.0,removed,human,copyright_queue,4089
25302,2024-09-29,spam,comment,81,US,resolved,3.0,removed,auto,spam_queue,5601
25303,2024-07-21,harassment,comment,2307,UK,resolved,19.0,removed,human,abuse_queue,161
25304,2024-07-23,harassment,short,425,US,resolved,50.0,removed,human,abuse_queue,172
25305,2024-06-01,spam,short,87,India,resolved,3.0,removed,auto,spam_queue,4222
25306,2024-06-18,spam,video,150,Germany,resolved,1.0,ignored,auto,spam_queue,1939
25307,2024-08-28,harassment,video,30,Germany,resolved,10.0,removed,auto,abuse_queue,3436
25308,2024-10-13,spam,comment,2785,Brazil,resolved,22.0,removed,human,spam_queue,93
25309,2024-09-01,spam,video,9,Germany,resolved,1.0,rejected,auto,spam_queue,3187
25310,2024-11-16,spam,video,97,Brazil,resolved,35.0,ignored,human,spam_queue,1330
25311,2024-03-20,copyright,comment,2213,US,resolved,2.0,removed,auto,copyright_queue,5415
25312,2024-04-01,harassment,comment,1427,US,resolved,14.0,removed,human,abuse_queue,2643
25313,2024-05-28,harassment,comment,124,Germany,resolved,9.0,removed,auto,abuse_queue,114
25314,2024-01-30,harassment,video,1618,UK,resolved,23.0,removed,human,abuse_queue,526
25315,2024-05-02,copyright,comment,3349,Germany,resolved,25.0,removed,human,copyright_queue,227
25316,2024-11-21,spam,comment,4842,India,resolved,3.0,removed,auto,spam_queue,1101
25317,2024-01-29,spam,comment,2989,India,resolved,5.0,removed,auto,spam_queue,1860
25318,2024-09-15,spam,video,3745,Germany,resolved,1.0,ignored,auto,spam_queue,353
25319,2024-07-04,copyright,video,1257,Brazil,resolved,16.0,ignored,human,copyright_queue,6247
25320,2024-03-15,spam,comment,2439,India,resolved,1.0,removed,auto,spam_queue,5997
25321,2024-02-14,hate,video,3967,India,resolved,20.0,removed,human,abuse_queue,3891
25322,2024-03-09,spam,video,4755,US,resolved,2.0,warned,auto,spam_queue,2495
25323,2024-07-28,spam,comment,692,India,resolved,18.0,rejected,human,spam_queue,7344
25324,2024-08-26,spam,comment,100,Brazil,resolved,4.0,warned,auto,spam_queue,732
25325,2024-12-05,spam,video,21,Brazil,open,,warned,human,spam_queue,4234
25326,2024-11-03,spam,comment,42,Germany,resolved,4.0,warned,auto,spam_queue,7049
25327,2024-07-10,harassment,video,1250,India,resolved,5.0,removed,auto,abuse_queue,4624
25328,2024-04-12,hate,video,21,Germany,resolved,15.0,removed,human,abuse_queue,1404
25329,2024-08-28,copyright,comment,4700,UK,resolved,38.0,ignored,human,copyright_queue,3648
25330,2024-09-09,spam,comment,1501,India,resolved,2.0,rejected,auto,spam_queue,7010
25331,2024-08-07,harassment,comment,906,UK,open,,removed,human,abuse_queue,236
25332,2024-12-01,hate,video,3215,UK,resolved,6.0,removed,auto,abuse_queue,848
25333,2024-08-04,spam,comment,43,UK,open,,warned,auto,spam_queue,5298
25334,2024-07-20,harassment,video,2032,US,resolved,52.0,warned,human,abuse_queue,4024
25335,2024-01-29,harassment,video,381,Germany,resolved,46.0,removed,human,abuse_queue,7859
25336,2024-07-30,spam,video,659,Brazil,resolved,5.0,removed,auto,spam_queue,1647
25337,2024-06-02,spam,short,1419,US,resolved,45.0,warned,human,spam_queue,4878
25338,2024-08-18,spam,short,159,India,open,,removed,auto,spam_queue,168
25339,2024-04-11,harassment,comment,4580,Brazil,resolved,16.0,warned,auto,abuse_queue,3795
25340,2024-11-10,spam,short,11,Germany,open,,warned,auto,spam_queue,4938
25341,2024-06-25,spam,video,4112,US,open,,removed,human,spam_queue,227
25342,2024-06-29,harassment,comment,3129,US,resolved,14.0,removed,human,abuse_queue,6520
25343,2024-08-19,spam,comment,280,US,resolved,1.0,removed,auto,spam_queue,35
25344,2024-01-12,spam,comment,4203,Brazil,open,,removed,auto,spam_queue,7511
25345,2024-07-04,spam,video,2015,India,resolved,3.0,removed,auto,spam_queue,4481
25346,2024-09-05,copyright,video,4255,Germany,resolved,24.0,removed,human,copyright_queue,5011
25347,2024-09-22,spam,comment,120,Germany,resolved,4.0,removed,auto,spam_queue,4645
25348,2024-05-14,spam,comment,4951,India,resolved,7.0,removed,human,spam_queue,5397
25349,2024-09-01,spam,video,199,Brazil,resolved,3.0,removed,auto,spam_queue,5626
25350,2024-01-31,spam,comment,2416,UK,resolved,5.0,ignored,auto,spam_queue,7783
25351,2024-12-12,harassment,video,55,US,resolved,6.0,warned,auto,abuse_queue,1105
25352,2024-09-15,copyright,video,4395,Brazil,resolved,4.0,removed,auto,copyright_queue,5962
25353,2024-04-13,harassment,video,1695,Germany,open,,removed,human,abuse_queue,133
25354,2024-01-01,spam,comment,2203,Brazil,resolved,2.0,removed,auto,spam_queue,971
25355,2024-07-25,spam,comment,50,Germany,resolved,10.0,warned,human,spam_queue,5323
25356,2024-05-14,spam,short,4844,UK,resolved,2.0,warned,auto,spam_queue,3541
25357,2024-09-27,spam,comment,1629,US,resolved,19.0,rejected,human,spam_queue,5308
25358,2024-03-29,hate,comment,2990,US,resolved,16.0,removed,human,abuse_queue,354
25359,2024-07-13,spam,video,28,Germany,resolved,44.0,removed,human,spam_queue,5107
25360,2024-05-01,spam,video,4603,Germany,open,,removed,auto,spam_queue,2779
25361,2024-04-25,spam,video,2681,US,resolved,5.0,rejected,auto,spam_queue,195
25362,2024-07-14,spam,comment,2105,US,open,,removed,auto,spam_queue,1673
25363,2024-02-05,hate,video,44,Germany,resolved,54.0,removed,human,abuse_queue,600
25364,2024-03-07,spam,video,4601,US,resolved,24.0,removed,human,spam_queue,6432
25365,2024-05-12,hate,comment,4566,Germany,resolved,43.0,removed,human,abuse_queue,3483
25366,2024-10-07,harassment,video,32,US,resolved,54.0,removed,human,abuse_queue,3139
25367,2024-01-11,spam,comment,4021,UK,resolved,38.0,warned,human,spam_queue,2841
25368,2024-08-05,copyright,short,87,UK,resolved,39.0,removed,human,copyright_queue,5971
25369,2024-11-17,spam,short,1653,India,open,,removed,human,spam_queue,3890
25370,2024-06-04,spam,video,86,India,resolved,23.0,removed,human,spam_queue,573
25371,2024-08-27,hate,video,1796,India,open,,removed,human,abuse_queue,1963
25372,2024-02-29,spam,video,544,Germany,resolved,4.0,removed,auto,spam_queue,2527
25373,2024-05-17,spam,video,2057,Brazil,resolved,36.0,rejected,human,spam_queue,2801
25374,2024-02-19,hate,video,1411,Brazil,resolved,21.0,removed,human,abuse_queue,5118
25375,2024-06-15,harassment,video,3078,US,resolved,17.0,removed,human,abuse_queue,3864
25376,2024-06-13,spam,video,80,US,resolved,9.0,removed,human,spam_queue,5876
25377,2024-11-14,harassment,comment,17,Brazil,resolved,11.0,removed,human,abuse_queue,4261
25378,2024-07-07,hate,comment,2677,India,resolved,29.0,removed,human,abuse_queue,4363
25379,2024-04-01,spam,comment,46,India,resolved,23.0,rejected,human,spam_queue,595
25380,2024-10-20,harassment,comment,2661,US,resolved,33.0,removed,human,abuse_queue,5393
25381,2024-10-15,copyright,video,17,US,resolved,4.0,rejected,auto,copyright_queue,3881
25382,2024-03-15,copyright,comment,2885,US,resolved,23.0,removed,human,copyright_queue,5393
25383,2024-02-14,harassment,short,4098,UK,resolved,11.0,removed,auto,abuse_queue,70
25384,2024-02-22,spam,video,177,UK,resolved,1.0,removed,auto,spam_queue,478
25385,2024-06-23,harassment,video,2338,UK,resolved,8.0,removed,auto,abuse_queue,6035
25386,2024-06-09,spam,comment,336,India,resolved,4.0,ignored,auto,spam_queue,115
25387,2024-03-07,harassment,short,110,Brazil,resolved,49.0,removed,human,abuse_queue,3366
25388,2024-12-26,spam,short,3719,Brazil,resolved,2.0,removed,auto,spam_queue,2324
25389,2024-09-26,harassment,video,194,Germany,resolved,46.0,removed,human,abuse_queue,3984
25390,2024-05-03,spam,video,1420,India,open,,ignored,auto,spam_queue,5530
25391,2024-06-30,copyright,short,786,Brazil,resolved,42.0,removed,human,copyright_queue,2757
25392,2024-06-30,spam,video,1592,US,resolved,4.0,warned,auto,spam_queue,1109
25393,2024-02-05,spam,video,1241,Germany,resolved,45.0,removed,human,spam_queue,3847
25394,2024-07-30,hate,comment,1345,Brazil,resolved,22.0,removed,human,abuse_queue,4339
25395,2024-05-13,spam,comment,4404,Brazil,resolved,31.0,removed,human,spam_queue,4629
25396,2024-12-18,spam,short,53,UK,resolved,4.0,rejected,auto,spam_queue,5527
25397,2024-06-26,copyright,comment,52,UK,resolved,9.0,removed,human,copyright_queue,688
25398,2024-06-14,harassment,comment,443,Brazil,open,,removed,human,abuse_queue,134
25399,2024-12-02,harassment,video,22,US,open,,removed,auto,abuse_queue,2314
25400,2024-11-24,spam,short,2154,Brazil,resolved,21.0,rejected,human,spam_queue,6553
25401,2024-11-22,harassment,comment,1929,Brazil,open,,removed,human,abuse_queue,207
25402,2024-02-15,spam,comment,2859,UK,resolved,5.0,removed,auto,spam_queue,647
25403,2024-06-04,spam,comment,195,India,resolved,10.0,removed,human,spam_queue,3632
25404,2024-08-23,hate,comment,163,Brazil,resolved,21.0,removed,human,abuse_queue,6328
25405,2024-11-11,harassment,comment,3532,Brazil,resolved,44.0,warned,human,abuse_queue,5136
25406,2024-02-29,copyright,video,3886,UK,resolved,2.0,removed,auto,copyright_queue,3655
25407,2024-01-05,hate,comment,1015,Germany,resolved,5.0,removed,auto,abuse_queue,171
25408,2024-06-29,harassment,comment,2737,Germany,resolved,8.0,removed,auto,abuse_queue,5679
25409,2024-05-24,harassment,comment,3468,UK,resolved,21.0,removed,human,abuse_queue,2101
25410,2024-11-10,spam,short,28,Germany,resolved,5.0,removed,auto,spam_queue,2644
25411,2024-09-21,spam,comment,48,Germany,resolved,1.0,ignored,auto,spam_queue,1099
25412,2024-08-10,spam,comment,4144,Brazil,resolved,1.0,ignored,auto,spam_queue,7497
25413,2024-10-27,spam,comment,73,India,resolved,4.0,removed,auto,spam_queue,5068
25414,2024-12-01,copyright,comment,4976,UK,open,,rejected,human,copyright_queue,531
25415,2024-08-24,spam,video,4475,Germany,resolved,40.0,warned,human,spam_queue,4548
25416,2024-01-13,harassment,comment,2795,Germany,resolved,46.0,warned,human,abuse_queue,1214
25417,2024-12-04,harassment,video,4050,India,resolved,12.0,warned,human,abuse_queue,204
25418,2024-09-24,harassment,video,1510,Germany,resolved,49.0,rejected,human,abuse_queue,55
25419,2024-09-22,harassment,video,171,UK,resolved,9.0,removed,auto,abuse_queue,2128
25420,2024-01-16,spam,video,104,US,open,,removed,human,spam_queue,7354
25421,2024-04-01,hate,comment,39,US,resolved,16.0,removed,human,abuse_queue,4523
25422,2024-09-04,copyright,comment,4296,US,resolved,3.0,removed,auto,copyright_queue,1676
25423,2024-01-19,harassment,comment,3060,UK,open,,rejected,human,abuse_queue,6935
25424,2024-12-25,hate,short,2807,US,resolved,7.0,removed,auto,abuse_queue,482
25425,2024-04-12,spam,video,60,UK,resolved,5.0,removed,auto,spam_queue,4898
25426,2024-04-04,spam,video,98,India,resolved,3.0,removed,auto,spam_queue,4543
25427,2024-10-09,harassment,short,27,US,resolved,14.0,warned,auto,abuse_queue,2779
25428,2024-07-31,hate,comment,852,Germany,resolved,47.0,removed,human,abuse_queue,2986
25429,2024-02-06,spam,comment,186,UK,resolved,30.0,removed,human,spam_queue,232
25430,2024-03-01,harassment,comment,2,Brazil,resolved,36.0,removed,human,abuse_queue,3118
25431,2024-10-17,spam,video,739,US,open,,rejected,auto,spam_queue,120
25432,2024-12-27,copyright,comment,229,Brazil,resolved,32.0,removed,human,copyright_queue,7623
25433,2024-10-29,hate,comment,168,US,open,,removed,human,abuse_queue,535
25434,2024-08-31,spam,video,10,Brazil,resolved,31.0,removed,human,spam_queue,3741
25435,2024-11-06,copyright,short,2259,India,resolved,1.0,removed,auto,copyright_queue,5762
